Time (s),F43 (N),L43 (mm),F44 (N),L44 (mm),F45 (N),L45 (mm),F47 (N),L47 (mm),F49 (N),L49 (mm),F50 (N),L50 (mm)
,,,,,,,,,,,6.843,9.0851
,,,,,,,,,,,6.868,9.0726
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.697,9.1098
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.648,9.0972
,,,,,,,,,,,6.599,9.0112
,,,,,,,,,,,6.526,8.9499
,,,,,,,,,,,6.477,9.0358
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.721,8.9866
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.795,9.0972
,,,,,,,,,,,6.965,9.1098
,,,,,,,,,,,6.77,9.1339
,,,,,,,,,,,6.77,9.0851
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.746,9.1339
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.624,9.0726
,,,,,,,,,,,6.575,9.0358
,,,,,,,,,,,6.575,8.9745
,,,,,,,,,,,6.648,8.9624
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.77,9.0479
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.746,9.0238
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.868,9.0851
,,,,,,,,,,,6.868,9.1711
,,,,,,,,,,,6.795,9.1218
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.672,9.1098
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.477,9.0112
,,,,,,,,,,,6.55,9.0112
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.697,9.0238
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.868,9.1465
,,,,,,,,,,,6.868,9.1832
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.672,9.0851
,,,,,,,,,,,6.795,9.0851
,,,,,,,,,,,6.575,9.1098
,,,,,,,,,,,6.502,9.0358
,,,,,,,,,,,6.477,8.9991
,,,,,,,,,,,6.599,8.9991
,,,,,,,,,,,6.624,9.0358
,,,,,,,,,,,6.819,9.0358
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.648,9.0112
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.795,9.0605
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.795,9.1465
,,,,,,,,,,,6.624,9.0238
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.697,9.0238
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.379,9.0238
,,,,,,,,,,,6.599,8.9991
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.746,9.0358
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.746,9.0358
,,,,,,,,,,,6.868,9.0479
,,,,,,,,,,,6.868,9.1339
,,,,,,,,,,,6.819,9.1098
,,,,,,,,,,,6.819,9.1098
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.77,9.1465
,,,,,,,,,,,6.77,9.1585
,,,,,,,,,,,6.599,9.0972
,,,,,,,,,,,6.502,8.9991
,,,,,,,,,,,6.526,9.0112
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.575,9.0238
,,,,,,,,,,,6.648,9.0112
,,,,,,,,,,,6.795,9.0479
,,,,,,,,,,,6.941,9.1098
,,,,,,,,,,,6.819,9.1465
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.575,9.0479
,,,,,,,,,,,6.55,8.9745
,,,,,,,,,,,6.624,8.9745
,,,,,,,,,,,6.672,9.0358
,,,,,,,,,,,6.721,9.0358
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.599,9.1218
,,,,,,,,,,,6.721,9.0358
,,,,,,,,,,,6.746,9.1465
,,,,,,,,,,,6.892,9.1098
,,,,,,,,,,,6.746,9.1953
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.721,8.9991
,,,,,,,,,,,6.843,9.0726
,,,,,,,,,,,6.795,9.1098
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.477,9.0112
,,,,,,,,,,,6.526,8.9745
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.746,9.0112
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.697,9.1098
,,,,,,,,,,,6.697,8.9745
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.917,9.0726
,,,,,,,,,,,6.77,9.1465
,,,,,,,,,,,6.795,9.1218
,,,,,,,,,,,6.746,9.1585
,,,,,,,,,,,6.599,9.1098
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.795,9.0851
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.453,9.0238
,,,,,,,,,,,6.648,8.9866
,,,,,,,,,,,6.624,9.0358
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.624,9.0358
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.965,9.0851
,,,,,,,,,,,6.917,9.1465
,,,,,,,,,,,6.77,9.0851
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.77,9.0851
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.599,9.0238
,,,,,,,,,,,6.648,8.9866
,,,,,,,,,,,6.721,9.0112
,,,,,,,,,,,6.721,9.0972
,,,,,,,,,,,6.77,9.0972
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.575,9.0358
,,,,,,,,,,,6.77,9.0479
,,,,,,,,,,,6.795,9.0112
,,,,,,,,,,,6.917,9.1098
,,,,,,,,,,,6.819,9.1218
,,,,,,,,,,,6.575,9.0851
,,,,,,,,,,,6.648,9.0851
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.575,9.0605
,,,,,,,,,,,6.55,9.0238
,,,,,,,,,,,6.453,8.9866
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.624,9.0851
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.624,9.1098
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.648,9.0851
,,,,,,,,,,,6.819,9.0726
,,,,,,,,,,,6.795,9.1953
,,,,,,,,,,,6.721,9.1218
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.648,9.0851
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.721,9.0972
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.599,9.0605
,,,,,,,,,,,6.502,9.0238
,,,,,,,,,,,6.599,9.0112
,,,,,,,,,,,6.599,9.0726
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.624,9.0726
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.77,9.0851
,,,,,,,,,,,6.746,9.0972
,,,,,,,,,,,6.819,9.1585
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.721,9.0972
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.795,9.0851
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.55,9.0358
,,,,,,,,,,,6.575,8.9745
,,,,,,,,,,,6.648,9.0112
,,,,,,,,,,,6.721,9.0358
,,,,,,,,,,,6.795,9.1218
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.795,9.0972
,,,,,,,,,,,6.843,9.1585
,,,,,,,,,,,6.843,9.1218
,,,,,,,,,,,6.843,9.1218
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.795,9.0479
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.55,9.0605
,,,,,,,,,,,6.526,9.0358
,,,,,,,,,,,6.477,8.9866
,,,,,,,,,,,6.599,8.9991
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.599,8.9866
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.868,9.0726
,,,,,,,,,,,7.014,9.1465
,,,,,,,,,,,6.819,9.1339
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.746,9.0972
,,,,,,,,,,,6.526,9.0726
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.55,9.0112
,,,,,,,,,,,6.575,9.0238
,,,,,,,,,,,6.599,9.0605
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.843,9.0851
,,,,,,,,,,,6.917,9.1711
,,,,,,,,,,,6.819,9.1339
,,,,,,,,,,,6.77,9.0605
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.77,9.0605
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.526,9.1098
,,,,,,,,,,,6.526,8.9745
,,,,,,,,,,,6.599,8.9745
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.672,9.0479
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.843,9.1339
,,,,,,,,,,,6.795,9.1098
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.721,8.9991
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.721,9.0238
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.55,8.9624
,,,,,,,,,,,6.624,8.9866
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.77,9.0358
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.746,9.1218
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.697,8.9745
,,,,,,,,,,,6.941,9.0726
,,,,,,,,,,,6.917,9.1585
,,,,,,,,,,,6.819,9.0972
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.672,9.1098
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.502,9.0238
,,,,,,,,,,,6.648,9.0112
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.648,9.0851
,,,,,,,,,,,6.721,9.0238
,,,,,,,,,,,6.77,9.1218
,,,,,,,,,,,6.843,9.0972
,,,,,,,,,,,6.892,9.1218
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.746,9.1218
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.672,9.1465
,,,,,,,,,,,6.575,9.0479
,,,,,,,,,,,6.526,8.9991
,,,,,,,,,,,6.795,9.0112
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.672,9.0605
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.795,9.0972
,,,,,,,,,,,6.819,9.1218
,,,,,,,,,,,6.892,9.1465
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.721,9.1218
,,,,,,,,,,,6.721,9.0972
,,,,,,,,,,,6.77,9.0972
,,,,,,,,,,,6.428,9.0726
,,,,,,,,,,,6.55,9.0358
,,,,,,,,,,,6.575,8.9745
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.672,9.0238
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.599,9.0605
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.917,9.0972
,,,,,,,,,,,6.941,9.1098
,,,,,,,,,,,6.868,9.1218
,,,,,,,,,,,6.599,9.0605
,,,,,,,,,,,6.672,9.1339
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.648,9.1465
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.575,9.0112
,,,,,,,,,,,6.502,9.0112
,,,,,,,,,,,6.648,8.9866
,,,,,,,,,,,6.672,9.0358
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.819,9.0479
,,,,,,,,,,,6.868,9.1098
,,,,,,,,,,,6.868,9.1465
,,,,,,,,,,,6.795,9.0972
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.672,9.1339
,,,,,,,,,,,6.575,9.0238
,,,,,,,,,,,6.477,9.0358
,,,,,,,,,,,6.599,8.9378
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.672,9.0358
,,,,,,,,,,,6.746,9.0238
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.599,9.1098
,,,,,,,,,,,6.868,9.1218
,,,,,,,,,,,6.795,9.1218
,,,,,,,,,,,6.843,9.0605
,,,,,,,,,,,6.575,9.0851
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.843,9.0479
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.502,9.0358
,,,,,,,,,,,6.502,8.9866
,,,,,,,,,,,6.599,8.9745
,,,,,,,,,,,6.672,9.0358
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.502,9.0726
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.697,9.0112
,,,,,,,,,,,6.868,9.0726
,,,,,,,,,,,6.868,9.1218
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.721,9.0358
,,,,,,,,,,,6.599,9.1218
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.672,9.0972
,,,,,,,,,,,6.697,9.0238
,,,,,,,,,,,6.526,8.9991
,,,,,,,,,,,6.648,9.0112
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.697,9.1098
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.819,9.0479
,,,,,,,,,,,6.843,9.1098
,,,,,,,,,,,6.819,9.1711
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.624,9.0972
,,,,,,,,,,,6.624,9.0726
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.697,9.1339
,,,,,,,,,,,6.624,9.0726
,,,,,,,,,,,6.526,9.0726
,,,,,,,,,,,6.502,8.9745
,,,,,,,,,,,6.624,8.9991
,,,,,,,,,,,6.721,9.0112
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.477,9.0238
,,,,,,,,,,,6.672,9.0972
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.941,9.0851
,,,,,,,,,,,6.868,9.1711
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.721,9.1218
,,,,,,,,,,,6.819,9.1098
,,,,,,,,,,,6.624,9.1098
,,,,,,,,,,,6.624,9.0238
,,,,,,,,,,,6.55,9.0238
,,,,,,,,,,,6.624,9.0238
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.575,9.0605
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.477,9.0479
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.648,9.0972
,,,,,,,,,,,6.843,9.1585
,,,,,,,,,,,6.575,9.1218
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.526,9.0726
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.575,9.0726
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.55,9.0112
,,,,,,,,,,,6.599,9.0112
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.721,9.0358
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.575,9.0479
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.868,9.0479
,,,,,,,,,,,6.892,9.0972
,,,,,,,,,,,6.795,9.1585
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.672,9.0972
,,,,,,,,,,,6.819,9.0605
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.599,9.0972
,,,,,,,,,,,6.575,9.0358
,,,,,,,,,,,6.502,9.0479
,,,,,,,,,,,6.55,9.0238
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.599,8.9991
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.575,9.0358
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.795,9.0726
,,,,,,,,,,,6.843,9.1832
,,,,,,,,,,,6.648,9.1585
,,,,,,,,,,,6.746,9.0972
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.746,9.0972
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.599,9.0726
,,,,,,,,,,,6.575,8.9991
,,,,,,,,,,,6.404,9.0238
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.648,9.0972
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.624,9.0238
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.868,9.1339
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.575,9.0605
,,,,,,,,,,,6.575,9.1465
,,,,,,,,,,,6.575,9.0238
,,,,,,,,,,,6.526,9.0238
,,,,,,,,,,,6.648,8.9624
,,,,,,,,,,,6.697,8.9866
,,,,,,,,,,,6.77,9.0358
,,,,,,,,,,,6.721,8.9991
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,8.9624
,,,,,,,,,,,6.795,9.0972
,,,,,,,,,,,6.892,9.1339
,,,,,,,,,,,6.721,9.1711
,,,,,,,,,,,6.77,9.0972
,,,,,,,,,,,6.819,9.0851
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.819,9.0605
,,,,,,,,,,,6.697,9.0972
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.526,9.0479
,,,,,,,,,,,6.624,8.9745
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.795,9.0238
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.746,9.0238
,,,,,,,,,,,6.77,9.1218
,,,,,,,,,,,6.917,9.1098
,,,,,,,,,,,6.819,9.1711
,,,,,,,,,,,6.77,9.0851
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.55,9.0726
,,,,,,,,,,,6.795,9.0851
,,,,,,,,,,,6.795,9.1339
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.55,9.0358
,,,,,,,,,,,6.55,8.9745
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.55,9.0479
,,,,,,,,,,,6.672,9.0358
,,,,,,,,,,,6.819,9.0238
,,,,,,,,,,,6.843,9.1339
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.843,9.0605
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.599,9.0358
,,,,,,,,,,,6.599,8.9866
,,,,,,,,,,,6.624,9.0358
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.77,9.0605
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.843,9.0972
,,,,,,,,,,,6.843,9.1218
,,,,,,,,,,,6.721,9.1218
,,,,,,,,,,,6.599,9.0238
,,,,,,,,,,,6.648,9.0726
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.721,9.1465
,,,,,,,,,,,6.55,9.1218
,,,,,,,,,,,6.526,9.0358
,,,,,,,,,,,6.55,8.9866
,,,,,,,,,,,6.599,8.9991
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.672,9.0605
,,,,,,,,,,,6.624,8.9866
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.721,9.0851
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.868,9.1339
,,,,,,,,,,,6.819,9.1218
,,,,,,,,,,,6.819,9.0851
,,,,,,,,,,,6.77,9.0726
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.526,9.0112
,,,,,,,,,,,6.379,9.0112
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.624,8.9745
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.721,9.0479
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.77,9.0358
,,,,,,,,,,,6.843,9.0851
,,,,,,,,,,,6.819,9.1218
,,,,,,,,,,,6.55,9.1218
,,,,,,,,,,,6.672,9.0972
,,,,,,,,,,,6.502,9.0605
,,,,,,,,,,,6.648,9.0851
,,,,,,,,,,,6.55,9.0851
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.428,9.0479
,,,,,,,,,,,6.477,9.0112
,,,,,,,,,,,6.453,8.9991
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.55,9.0605
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.477,9.0605
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.795,9.0605
,,,,,,,,,,,6.892,9.1711
,,,,,,,,,,,6.892,9.1711
,,,,,,,,,,,6.746,9.1585
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.746,9.0851
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.77,9.1218
,,,,,,,,,,,6.599,9.0851
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.379,9.0238
,,,,,,,,,,,6.55,8.9991
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.526,9.0726
,,,,,,,,,,,6.819,9.0238
,,,,,,,,,,,6.819,9.0479
,,,,,,,,,,,6.795,9.1339
,,,,,,,,,,,6.77,9.1339
,,,,,,,,,,,6.721,9.1098
,,,,,,,,,,,6.697,9.0605
,,,,,,,,,,,6.599,9.1098
,,,,,,,,,,,6.697,9.0726
,,,,,,,,,,,6.697,9.0851
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.526,9.0238
,,,,,,,,,,,6.575,9.0112
,,,,,,,,,,,6.648,9.0238
,,,,,,,,,,,6.697,9.0112
,,,,,,,,,,,6.624,9.1098
,,,,,,,,,,,6.624,9.0358
,,,,,,,,,,,6.575,9.0479
,,,,,,,,,,,6.77,9.0238
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.868,9.1465
,,,,,,,,,,,6.697,9.1218
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.672,9.0605
,,,,,,,,,,,6.721,9.1339
,,,,,,,,,,,6.648,9.0972
,,,,,,,,,,,6.648,9.1098
,,,,,,,,,,,6.624,9.0112
,,,,,,,,,,,6.502,9.0112
,,,,,,,,,,,6.599,9.0238
,,,,,,,,,,,6.624,9.0479
,,,,,,,,,,,6.721,9.0605
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.697,9.0358
,,,,,,,,,,,6.648,9.0479
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.843,9.1218
,,,,,,,,,,,6.843,9.1465
,,,,,,,,,,,6.795,9.1098
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.672,9.0726
,,,,,,,,,,,6.697,9.0479
,,,,,,,,,,,6.819,9.0972
,,,,,,,,,,,6.55,9.1098
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.453,8.9991
,,,,,,,,,,,6.599,9.0605
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.648,9.0358
,,,,,,,,,,,6.624,9.0605
,,,,,,,,,,,6.624,9.0238
,,,,,,,,,,,6.599,9.0479
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.843,9.1339
,,,,,,,,,,,6.77,9.1098
,,,,,,,,,,,6.746,9.1098
,,,,,,,,,,,6.721,9.0726
,,,,,,,,,,,6.697,8.9991
,,,,,,,,,,,6.746,9.0726
,,,,,,,,,,,6.746,9.0238
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.502,8.9499
,,,,,,,,,,,6.599,8.9866
,,,,,,,,,,,6.697,9.0238
,,,,,,,,,,,6.746,9.0479
,,,,,,,,,,,6.746,9.0605
,,,,,,,,,,,6.526,9.0972
,,,,,,,,,,,6.648,9.0605
,,,,,,,,,,,6.746,9.0238
,,,,,,,,,,,6.746,9.0972
,,,,,,,,,,,6.892,9.1218
,,,,,,,,,,,6.55,9.0479
,,,,,,,,,,,6.819,9.0726
,,,,,,,,,,,6.575,9.0605
,,,,,,,,,,,6.502,9.1098
,,,,,,,,,,,6.624,9.0972
,,,,,,,,,,,6.599,9.1098
,,,,,,,,,,,6.575,9.0112
,,,,,,,,,,,6.428,8.9991
,,,,,,,,,,,6.453,8.9991
,,,,,,,,,,,6.624,9.0479
